1010,6,2,1,2,0,11,16,26,34,42,14,29,56,42,38,41,37,41,33,45,34,21,16,4,4,0,0,0,0,3,21,38,44,43,28,19,40,70,35,34,48,45,45,51,43,19,16,2,1,1,0,0,0,13,17,34,66,46,31,31,48,63,32,34,29,52,65,58,28,32,21,8,4,2,0,1,0,4,17,45,46,47,33,33,45,52,42,42,22,30,52,51,30,14,15,10,11,4,0,3,0,2,16,33,44,44,33,36,67,72,53,68,52,57,55,49,49,23,21,11,17,1,0,2,0,3,2,3,13,24,42,38,74,70,107,97,71,78,52,54,31,38,29,13,3,12,2,0,1,2,1,9,7,22,56,55,68,75,76,71,75,60,56,47,30,18,17,9
1011,3,2,0,5,1,1,8,8,4,4,12,9,19,23,14,19,24,22,16,26,18,8,10,2,0,2,0,2,1,0,6,11,11,4,4,12,10,19,20,21,5,26,25,25,19,7,1,3,0,0,2,0,1,1,3,9,13,8,3,11,19,27,19,18,20,29,43,35,19,11,7,4,3,2,2,3,0,0,6,15,12,4,9,13,14,21,20,25,17,17,25,26,21,11,7,3,2,5,0,1,0,1,2,12,13,7,7,9,22,27,25,19,24,40,36,28,20,14,15,10,5,5,3,0,0,0,0,4,4,9,15,48,53,53,72,98,54,54,35,38,32,12,22,4,2,5,4,0,0,0,0,2,5,8,17,29,34,48,48,47,37,53,32,28,30,9,5,4
1012,6,3,5,14,1,0,3,2,7,7,33,45,57,37,55,57,57,67,58,33,28,18,13,10,5,1,7,2,4,0,0,3,1,5,6,9,24,39,20,31,36,47,42,36,29,15,11,9,2,3,1,2,2,2,0,1,5,4,9,19,20,36,40,41,44,47,67,59,28,23,10,3,5,4,7,0,7,0,1,2,3,10,21,14,39,40,30,35,42,39,49,45,30,8,19,5,11,4,1,0,0,0,0,4,4,7,13,22,41,35,32,49,53,63,57,64,43,19,5,14,22,16,5,4,3,0,1,4,11,19,42,55,115,121,127,156,114,120,76,64,48,27,13,5,22,5,9,0,6,0,2,0,2,26,32,53,87,132,109,130,131,90,105,70,55,40,10,21
1013,0,0,0,0,0,0,2,7,17,13,14,37,44,27,29,31,38,35,48,37,27,18,4,1,8,2,2,0,0,0,1,5,31,6,14,14,37,33,19,20,26,32,42,26,27,24,8,5,2,0,0,0,1,0,1,6,35,10,3,16,49,36,39,49,45,59,92,80,30,14,4,9,6,1,0,2,0,0,0,6,29,5,7,19,36,36,24,33,19,39,53,45,19,23,9,11,5,2,0,0,0,0,0,6,36,6,9,19,36,48,65,43,47,36,59,70,29,22,11,15,15,5,3,0,2,0,0,5,7,26,32,62,67,136,114,122,133,99,59,77,31,18,17,14,4,9,7,2,1,1,0,1,1,21,48,85,94,104,74,85,104,61,50,59,32,25,9,6
1014,1,2,1,1,0,0,0,0,1,3,3,6,13,9,7,18,16,18,21,11,9,13,5,2,0,2,2,2,0,0,0,1,2,1,6,10,3,12,10,10,3,15,28,21,17,20,7,1,2,1,2,2,0,0,0,0,2,1,2,7,4,11,8,10,8,10,22,30,14,3,6,3,2,1,2,2,0,0,0,0,4,2,6,6,5,4,10,9,12,17,19,20,16,4,7,5,4,2,0,0,0,0,0,0,5,1,1,9,2,8,10,14,19,16,17,12,7,18,9,5,6,2,3,3,0,0,0,0,4,3,3,18,16,28,16,22,10,23,15,11,15,8,2,1,9,5,3,3,1,1,1,1,3,2,5,14,14,12,13,21,23,20,21,14,3,13,6,1
1015,3,0,1,2,1,0,0,7,13,8,17,18,8,19,11,24,28,38,18,23,18,4,14,8,8,1,0,1,0,0,2,10,13,8,13,16,19,28,18,15,28,35,32,22,17,14,12,3,4,3,0,0,0,0,4,6,12,3,2,9,12,11,15,17,24,58,24,23,18,21,9,5,8,1,0,2,0,0,2,6,6,5,9,9,21,25,15,28,16,46,34,27,21,21,23,3,1,6,2,0,0,0,4,9,9,15,13,13,23,15,23,19,30,36,29,30,23,15,22,11,4,3,4,6,3,1,1,5,7,4,12,15,25,59,43,44,56,30,27,20,17,18,16,6,5,2,6,12,0,1,0,1,6,7,10,28,23,22,29,49,23,32,33,25,19,19,10,5
1016,0,0,3,3,3,0,3,9,11,11,15,25,36,30,20,17,48,17,20,7,4,1,1,2,0,0,0,0,0,0,2,9,22,6,5,30,16,20,19,27,44,32,24,14,10,3,7,0,0,1,0,0,0,5,2,13,21,8,9,47,41,20,14,26,58,34,33,18,13,7,1,1,0,0,0,0,0,0,2,18,14,9,6,24,20,25,11,34,35,48,23,10,7,1,7,0,3,0,2,2,2,2,1,7,14,5,16,38,53,33,24,44,39,38,33,19,21,6,1,6,1,3,1,1,1,0,0,6,20,24,47,105,100,112,94,92,56,36,30,25,14,8,9,5,3,1,2,2,2,0,1,5,10,30,46,72,76,106,59,67,45,49,21,11,5,10,4,3
1017,3,0,0,0,0,3,3,23,30,28,29,58,43,38,39,30,55,85,39,40,21,5,2,7,1,3,0,0,0,0,1,9,27,24,31,31,36,41,32,40,44,106,47,33,22,18,17,8,3,0,0,0,0,1,5,9,31,14,11,28,51,41,35,20,62,114,68,46,27,18,18,10,6,0,0,0,0,1,7,13,32,21,28,26,40,38,31,41,65,99,51,45,25,16,20,24,3,1,1,0,1,0,2,11,26,19,19,31,64,48,52,36,89,106,65,44,39,26,21,12,8,14,1,0,1,0,1,7,15,45,72,127,164,141,144,115,121,96,68,51,31,17,25,8,5,6,12,2,3,1,0,3,24,60,73,109,133,102,98,74,101,78,40,45,24,16,15,10
1018,2,0,0,0,3,3,2,2,8,6,8,5,4,11,14,11,48,38,30,26,16,13,6,9,1,1,2,0,0,2,0,0,7,10,5,6,15,5,8,17,32,60,39,26,27,10,9,8,2,1,1,0,0,1,0,2,5,6,8,7,14,13,19,11,34,52,52,23,19,20,9,7,1,0,1,0,0,0,1,1,9,7,4,4,6,13,9,18,28,36,28,23,30,20,14,6,4,0,2,0,0,2,0,2,3,9,6,7,8,14,10,14,39,45,27,27,25,16,17,12,14,10,6,1,1,0,0,2,2,7,18,15,36,54,47,60,52,48,45,27,26,15,31,6,11,6,3,1,3,1,1,1,3,19,43,40,56,46,32,39,40,45,17,12,20,13,2,0
1019,8,2,1,1,0,0,1,7,2,8,13,9,10,14,31,30,33,56,41,17,17,14,6,7,3,0,2,0,1,0,0,2,4,10,11,8,8,21,16,28,36,71,41,31,21,18,13,10,1,2,1,1,0,0,0,2,7,5,9,15,19,10,20,25,34,50,76,28,20,25,8,12,7,3,1,0,0,0,1,1,5,14,12,15,11,15,14,11,51,76,50,21,28,15,23,31,6,4,1,1,0,1,4,3,3,7,7,15,10,14,30,27,55,58,39,38,15,29,29,21,17,6,3,1,1,0,3,4,6,16,7,22,52,56,47,66,63,54,34,45,36,22,33,24,13,2,2,3,1,1,1,0,5,20,45,100,92,66,53,52,42,58,25,27,23,10,10,7
1020,1,0,1,0,0,0,11,3,22,3,2,5,4,0,7,6,3,15,23,7,4,9,4,6,3,1,0,0,0,0,10,5,24,9,6,2,6,6,7,5,4,22,9,9,7,8,6,6,1,0,1,0,0,0,6,14,16,10,5,5,6,9,5,10,9,20,11,8,10,9,3,5,2,2,0,0,0,0,6,8,21,6,3,0,4,3,4,9,9,17,9,11,8,10,8,2,3,2,0,0,0,1,2,13,20,9,6,8,1,10,11,7,11,13,7,11,6,10,11,4,3,4,8,0,0,0,3,3,1,1,2,6,7,6,10,4,15,9,10,4,14,7,6,6,4,1,0,1,1,0,0,1,1,2,2,2,8,11,7,8,12,13,10,1,9,8,2,3
1021,5,3,3,0,0,2,1,2,5,1,1,11,3,5,11,2,15,21,13,10,13,13,7,2,2,0,0,0,0,0,1,0,2,5,7,4,2,6,9,6,13,11,13,9,12,8,7,5,3,0,0,0,0,0,3,0,2,4,2,8,9,5,7,8,15,17,17,13,21,14,3,0,1,2,0,0,0,1,1,1,2,2,6,7,8,9,8,5,17,22,20,12,8,8,7,2,1,2,3,1,1,0,0,1,5,1,8,3,3,7,7,2,16,16,25,6,7,11,5,4,3,3,5,1,1,0,0,1,2,4,1,6,12,8,26,14,21,13,18,5,7,5,3,8,1,1,4,2,2,2,0,1,1,5,5,9,9,11,14,21,13,10,12,8,4,4,6,5
1022,1,0,2,0,0,0,1,0,1,5,2,1,10,10,12,15,6,15,15,10,5,10,9,3,2,3,3,0,0,0,0,0,0,6,1,7,6,6,4,15,8,9,12,13,17,11,5,2,4,0,1,1,0,0,1,4,2,5,4,6,5,11,12,11,11,10,8,11,15,12,3,8,3,2,3,0,0,0,0,1,4,6,3,7,5,4,8,16,6,13,13,15,11,4,8,3,3,1,1,0,0,0,1,1,3,2,1,4,8,6,6,16,8,10,11,10,17,10,3,4,7,3,2,1,0,0,0,0,0,4,5,14,23,4,10,14,13,13,15,13,6,9,6,17,4,4,0,0,1,1,1,2,1,2,8,4,4,18,17,9,16,10,8,5,4,6,9,5
1023,4,1,4,2,0,0,4,2,5,7,9,9,15,4,13,10,32,41,21,16,12,11,6,7,3,5,3,0,0,1,4,6,4,12,10,5,14,10,7,16,31,48,21,19,23,9,7,4,2,2,0,1,0,4,3,3,5,12,11,12,6,9,14,18,16,56,14,9,10,11,6,4,1,1,3,2,0,0,5,4,4,10,9,8,5,8,11,8,27,46,21,15,13,8,5,6,3,3,0,3,1,2,7,0,1,12,13,7,15,10,12,24,12,41,11,14,8,4,8,3,9,7,7,12,3,0,1,2,2,3,8,12,13,15,23,13,18,18,7,7,7,11,4,1,8,12,2,15,3,0,3,1,4,4,14,17,14,18,11,17,21,9,16,14,15,9,4,5
1024,2,4,1,0,0,0,0,3,13,9,3,6,10,13,10,5,23,15,7,13,15,3,0,3,2,1,1,0,0,0,2,7,12,12,4,4,8,8,9,10,12,18,17,13,14,5,5,5,4,1,0,1,1,0,1,2,16,7,7,6,4,13,9,7,16,22,8,11,8,5,5,8,4,1,0,0,0,0,1,0,12,20,3,3,5,8,9,13,9,15,16,17,8,9,4,5,5,1,0,0,0,0,0,2,12,8,4,13,11,6,10,11,14,24,12,10,11,8,6,7,5,5,8,0,0,0,0,4,5,3,9,12,17,14,11,15,14,7,10,13,6,4,5,1,2,0,10,2,2,3,0,1,3,0,3,5,8,16,7,16,18,20,10,11,11,3,14,0
1025,0,2,0,1,0,0,0,2,4,2,1,3,4,1,2,5,7,7,11,4,6,3,2,3,2,1,1,0,0,2,0,2,2,4,7,3,5,2,4,7,2,10,8,7,7,2,0,2,3,0,0,0,0,0,0,10,6,3,5,4,4,3,12,4,4,14,4,6,8,5,2,7,1,0,1,0,0,0,2,1,2,3,3,4,2,4,2,7,8,9,11,6,7,4,6,3,2,1,0,1,0,0,0,1,6,6,5,1,3,3,4,3,10,15,7,5,7,5,3,4,4,0,3,0,5,1,0,3,2,4,2,3,7,6,9,7,3,7,11,6,3,3,1,5,2,3,1,2,0,1,0,0,2,4,0,2,8,5,3,5,12,5,2,2,3,5,1,6
1026,0,0,0,0,0,0,1,7,14,19,6,8,7,12,16,15,7,7,31,20,11,5,3,1,0,0,0,0,0,0,1,4,15,16,14,11,17,6,9,19,11,11,28,11,7,2,1,1,0,3,0,0,0,0,0,3,17,15,10,18,7,14,17,4,11,12,21,19,5,4,2,1,0,0,0,0,0,0,1,5,20,17,16,3,19,4,7,13,1,14,15,14,7,2,2,7,1,0,0,0,0,0,1,4,13,27,14,11,12,8,10,6,13,10,15,3,9,6,5,3,9,2,0,0,0,1,0,1,5,9,16,14,4,14,10,17,12,13,11,17,6,3,7,2,2,0,4,4,1,0,2,3,3,6,6,9,4,7,8,12,7,10,10,9,6,4,0,1
1027,2,0,0,0,0,0,0,0,2,1,1,4,4,3,4,1,7,7,5,9,3,2,3,0,0,0,0,0,0,0,0,0,4,4,5,2,6,4,4,6,0,10,7,14,7,2,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,5,3,6,6,7,5,13,7,3,4,6,0,0,0,0,0,0,0,2,2,1,2,3,1,1,4,8,6,12,17,9,3,2,2,1,0,2,0,0,0,0,0,1,2,5,6,4,4,6,5,11,6,7,6,9,5,1,2,1,1,2,0,0,0,0,0,1,2,5,8,12,2,11,9,6,7,5,1,5,3,3,1,4,0,7,2,2,2,2,2,0,4,2,4,3,7,11,9,16,9,13,9,8,4,3,0,2
1028,1,0,0,0,1,0,4,68,13,11,10,8,4,9,9,6,12,19,19,15,7,6,1,0,1,0,0,0,0,0,5,53,16,11,15,7,11,9,13,9,19,25,19,12,11,6,4,0,0,0,0,0,0,0,4,50,18,23,13,9,12,10,28,13,15,20,27,19,15,8,7,0,1,1,2,0,1,0,7,64,16,12,20,8,12,10,12,10,11,15,15,6,7,8,10,5,1,0,0,1,0,2,5,67,16,11,14,10,23,13,9,11,10,12,18,4,5,3,5,1,1,2,1,0,0,1,1,16,1,6,19,8,15,12,15,30,28,18,18,7,9,2,7,2,5,3,0,1,1,8,1,25,6,6,11,14,19,11,13,8,15,21,8,8,7,6,1,1
1029,1,2,1,0,0,0,0,0,1,7,2,8,7,5,11,18,27,29,32,18,24,14,7,3,2,0,1,0,0,0,0,3,1,4,4,3,5,9,10,22,33,20,24,27,29,29,6,3,1,0,1,0,1,1,0,0,2,9,0,5,8,6,9,20,28,32,24,28,25,21,4,4,3,5,5,0,0,0,0,2,0,3,6,3,7,18,11,14,30,40,21,35,19,19,10,4,5,3,4,0,1,1,2,1,3,7,5,3,6,10,10,18,43,22,13,30,8,12,8,3,9,2,4,1,0,0,0,0,4,10,17,14,28,15,18,24,35,11,16,12,11,15,7,11,16,2,6,1,0,0,0,2,2,7,4,11,16,10,9,14,38,29,23,21,13,11,8,1
1030,3,0,0,0,0,0,0,0,7,8,1,10,10,4,2,9,10,8,10,10,5,1,1,0,4,0,0,0,0,0,0,0,5,7,5,8,8,2,5,1,3,3,7,17,2,1,0,2,0,0,1,0,0,0,0,0,5,9,9,5,12,8,6,5,7,0,10,8,14,5,6,1,0,1,0,0,0,0,0,0,7,5,7,9,9,1,2,4,8,6,9,4,9,2,0,0,1,0,0,0,1,1,0,0,4,7,6,11,1,2,4,6,4,12,10,7,4,2,3,1,1,0,1,3,2,2,0,0,2,4,6,5,8,7,3,8,3,4,3,4,2,1,0,1,4,1,0,1,0,0,1,1,2,5,9,5,3,7,15,12,9,6,14,1,9,1,0,0
1031,0,2,4,0,0,0,0,2,18,2,4,6,5,3,6,12,10,13,10,20,12,7,1,2,0,1,0,0,0,0,1,5,20,4,1,2,6,7,6,9,5,8,19,11,6,6,0,2,1,1,0,1,1,1,0,3,21,3,3,5,6,3,3,10,7,24,23,25,17,7,3,4,5,1,2,1,0,0,0,4,19,3,3,5,8,3,8,6,3,20,24,15,6,11,4,2,0,0,2,2,0,2,0,4,20,2,1,4,2,2,11,10,16,13,16,12,15,10,5,7,4,7,3,3,0,0,0,2,2,1,4,4,8,10,7,14,15,13,14,7,3,10,4,6,4,6,5,4,0,0,0,1,0,4,6,6,9,15,12,10,15,23,14,14,12,9,2,5
1032,1,4,3,2,0,0,0,0,1,1,2,13,12,10,6,9,9,40,20,16,19,6,3,4,4,2,2,1,0,0,1,0,2,3,5,3,4,3,11,11,15,26,22,27,15,11,6,5,3,2,1,0,0,2,0,1,1,1,2,4,8,5,5,13,11,38,20,32,12,11,6,9,4,5,0,1,0,1,1,0,4,12,10,7,5,5,8,4,12,36,16,20,9,8,8,4,7,2,5,0,0,1,1,0,4,4,3,5,5,4,7,17,19,20,15,11,15,3,8,6,4,2,2,0,2,1,0,1,1,5,9,15,6,13,25,22,17,13,12,9,11,5,10,9,4,6,4,2,0,0,0,0,1,3,9,14,13,23,12,19,13,14,17,12,8,5,9,3
1033,3,1,2,0,0,0,3,1,10,8,12,15,16,13,15,16,35,45,33,30,17,10,6,2,6,1,0,0,0,0,4,1,4,13,11,19,25,15,23,20,23,31,40,20,19,16,10,9,4,3,0,1,0,0,6,3,6,12,11,15,14,23,10,16,37,46,59,36,23,13,25,13,3,5,0,0,2,1,3,3,9,16,23,13,14,17,19,28,22,27,41,32,24,20,8,8,4,2,3,1,0,0,1,1,8,12,9,15,21,27,27,30,29,31,37,25,19,15,15,9,7,10,3,7,4,0,2,1,9,14,23,34,26,31,39,53,57,35,35,19,46,20,22,8,5,6,1,6,0,0,1,2,3,7,20,25,16,30,47,41,45,36,20,28,16,10,4,8
1034,5,2,2,2,0,0,0,2,14,13,10,17,6,11,11,22,17,27,18,14,14,10,6,4,5,2,2,1,1,0,0,2,12,18,14,17,13,4,15,37,9,20,16,13,6,5,10,5,4,3,0,0,0,0,0,2,13,22,19,17,14,14,18,10,15,28,31,17,7,19,8,9,3,1,0,0,4,1,1,3,22,17,14,8,11,8,11,10,22,28,35,15,19,7,8,8,4,0,9,3,0,0,0,5,8,16,10,10,11,9,12,15,20,42,25,6,12,14,6,4,12,5,7,3,3,0,1,1,2,5,10,19,12,15,18,17,10,12,16,9,10,12,13,5,3,8,3,0,0,2,0,4,7,6,8,13,14,14,7,14,17,12,14,20,9,12,6,3
1035,2,4,0,0,0,1,0,2,17,19,9,16,9,14,10,8,13,11,16,6,7,4,3,2,1,4,1,0,0,1,1,1,15,42,5,11,8,21,15,15,11,13,12,11,20,4,6,4,2,0,3,0,0,0,0,0,20,31,15,7,15,13,11,13,16,19,10,24,20,11,4,1,2,3,2,0,0,0,0,2,21,29,12,16,12,17,12,10,14,20,12,12,10,5,2,3,1,3,2,1,1,0,0,3,8,30,9,10,16,14,22,8,13,17,15,10,12,1,8,2,1,7,8,1,1,1,0,1,3,6,15,14,7,23,14,11,12,12,8,13,13,5,5,6,5,0,6,0,0,1,1,1,6,13,13,11,18,11,18,32,22,21,23,10,16,5,2,7
1036,3,2,2,1,1,0,1,3,15,20,22,19,30,23,32,34,27,27,31,30,15,10,2,10,2,0,1,0,0,0,1,3,24,33,8,7,20,9,17,17,13,29,25,20,13,8,1,4,6,1,0,2,2,0,0,7,30,25,11,17,15,13,24,18,13,26,23,26,34,11,3,9,2,1,1,0,0,3,0,5,45,29,14,12,11,3,27,27,17,31,20,17,21,6,11,2,8,1,2,0,0,0,0,7,25,21,30,13,30,24,21,28,28,30,25,35,28,11,13,13,6,0,9,5,5,0,4,4,3,7,17,32,41,55,54,44,49,39,40,21,31,20,5,1,10,6,2,2,2,6,4,4,2,5,12,21,26,30,59,44,30,57,53,42,16,17,3,1
1037,4,2,0,0,0,0,0,4,62,25,9,14,20,19,17,19,11,7,14,6,5,4,1,5,1,2,0,0,0,0,0,3,43,15,38,21,10,14,15,7,13,19,10,9,7,4,2,0,1,0,0,0,0,0,2,5,44,32,14,14,18,9,16,15,7,11,7,16,10,9,2,1,0,2,0,0,0,1,1,6,49,18,36,28,20,13,11,16,7,9,10,7,4,5,4,1,2,1,1,1,1,0,1,4,45,17,18,31,21,11,15,9,7,23,5,16,15,3,5,3,0,6,4,4,4,0,1,2,1,2,6,7,21,23,32,21,12,27,26,16,4,7,1,4,3,5,2,2,2,1,1,0,1,8,4,8,26,19,21,27,21,28,29,26,9,6,9,4
1038,4,3,0,1,1,0,0,4,3,2,6,15,7,12,20,31,47,51,35,18,19,17,15,34,8,8,5,0,1,0,0,2,5,3,8,6,12,21,22,19,16,54,46,31,23,16,17,8,15,5,2,1,0,0,0,5,1,1,7,5,11,5,15,21,36,48,41,34,32,22,25,27,17,5,1,1,0,3,3,3,1,6,12,12,12,30,13,18,21,39,36,27,28,21,12,18,23,2,0,3,0,1,1,5,3,2,6,12,16,15,23,16,36,27,35,28,13,11,16,12,4,6,2,2,0,0,0,0,3,2,3,2,15,19,12,12,28,30,26,20,16,9,12,14,6,10,5,2,4,2,2,2,0,2,7,12,16,25,24,16,27,37,24,25,18,11,11,11
1039,3,1,0,0,0,0,0,0,1,2,4,3,9,14,14,11,19,18,14,19,14,12,15,14,0,1,4,0,0,0,0,2,2,5,3,13,9,7,12,15,5,13,10,14,21,14,9,3,1,3,4,0,0,0,0,0,0,4,5,11,15,12,14,10,18,17,20,20,14,14,11,4,5,4,2,0,0,0,0,1,1,2,10,10,11,11,11,14,14,16,16,21,21,17,9,16,2,8,2,1,1,1,1,0,3,1,5,5,11,26,16,22,8,19,23,8,17,7,8,6,5,7,8,6,6,6,6,1,0,5,0,5,12,5,17,12,15,23,4,13,13,2,5,18,13,4,10,0,0,0,0,3,0,6,2,11,9,10,18,13,27,21,14,10,7,6,16,3
1040,0,0,0,0,0,2,4,10,21,24,25,11,13,22,11,10,15,15,12,10,3,6,0,2,0,0,0,0,0,1,2,17,27,27,23,16,19,19,13,11,12,15,23,6,7,4,4,2,0,0,0,0,1,0,2,8,20,27,34,24,22,20,15,7,15,17,11,14,12,13,2,7,1,3,0,0,1,2,5,24,33,18,21,11,18,9,15,19,7,23,12,7,3,9,7,0,3,3,0,0,0,2,10,14,31,20,25,17,24,12,14,4,23,11,13,10,14,4,4,2,6,2,3,1,0,1,3,3,5,8,15,22,15,13,7,21,20,30,8,17,9,3,9,1,1,2,4,0,0,0,3,4,2,3,11,19,28,13,13,16,19,7,11,19,10,10,4,0
