time,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun13,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun14,1843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun15,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun16,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun17,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun18,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun19,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun20,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun21,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun22,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun23,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon00,Mon01,Mon02,Mon03,Mon04,Mon05,Mon06,Mon07,Mon08,Mon09,Mon10,Mon11,Mon12,Mon13,Mon14,Mon15,Mon16,Mon17,Mon18,Mon19,Mon20,Mon21,Mon22,Mon23,Tue00,Tue01,Tue02,Tue03,Tue04,Tue05,Tue06,Tue07,Tue08,Tue09,Tue10,Tue11,Tue12,Tue13,Tue14,Tue15,Tue16,Tue17,Tue18,Tue19,Tue20,Tue21,Tue22,Tue23,Wes00,Wes01,Wes02,Wes03,Wes04,Wes05,Wes06,Wes07,Wes08,Wes09,Wes10,Wes11,Wes12,Wes13,Wes14,Wes15,Wes16,Wes17,Wes18,Wes19,Wes20,Wes21,Wes22,Wes23,Thu00,Thu01,Thu02,Thu03,Thu04,Thu05,Thu06,Thu07,Thu08,Thu09,Thu10,Thu11,Thu12,Thu13,Thu14,Thu15,Thu16,Thu17,Thu18,Thu19,Thu20,Thu21,Thu22,Thu23,Fri00,Fri01,Fri02,Fri03,Fri04,Fri05,Fri06,Fri07,Fri08,Fri09,Fri10,Fri11,Fri12,Fri13,Fri14,Fri15,Fri16,Fri17,Fri18,Fri19,Fri20,Fri21,Fri22,Fri23,Sat00,Sat01,Sat02,Sat03,Sat04,Sat05,Sat06,Sat07,Sat08,Sat09,Sat10,Sat11,Sat12,Sat13,Sat14,Sat15,Sat16,Sat17,Sat18,Sat19,Sat20,Sat21,Sat22,Sat23,Sun00,Sun01,Sun02,Sun03,Sun04,Sun05,Sun06,Sun07,Sun08,Sun09,Sun10,Sun11,Sun12,Sun13,Sun14,Sun15,Sun16,Sun17,Sun18,Sun19,Sun20,Sun21,Sun22,Sun23
"""Mon00""","""Mon01""","""Mon02""","""Mon03""","""Mon04""","""Mon05""","""Mon06""","""Mon07""","""Mon08""","""Mon09""","""Mon10""","""Mon11""","""Mon12""","""Mon13""","""Mon14""","""Mon15""","""Mon16""","""Mon17""","""Mon18""","""Mon19""","""Mon20""","""Mon21""","""Mon22""","""Mon23""","""Tue00""","""Tue01""","""Tue02""","""Tue03""","""Tue04""","""Tue05""","""Tue06""","""Tue07""","""Tue08""","""Tue09""","""Tue10""","""Tue11""","""Tue12""","""Tue13""","""Tue14""","""Tue15""","""Tue16""","""Tue17""","""Tue18""","""Tue19""","""Tue20""","""Tue21""","""Tue22""","""Tue23""","""Wes00""","""Wes01""","""Wes02""","""Wes03""","""Wes04""","""Wes05""","""Wes06""","""Wes07""","""Wes08""","""Wes09""","""Wes10""","""Wes11""","""Wes12""","""Wes13""","""Wes14""","""Wes15""","""Wes16""","""Wes17""","""Wes18""","""Wes19""","""Wes20""","""Wes21""","""Wes22""","""Wes23""","""Thu00""","""Thu01""","""Thu02""","""Thu03""","""Thu04""","""Thu05""","""Thu06""","""Thu07""","""Thu08""","""Thu09""","""Thu10""","""Thu11""","""Thu12""","""Thu13""","""Thu14""","""Thu15""","""Thu16""","""Thu17""","""Thu18""","""Thu19""","""Thu20""","""Thu21""","""Thu22""","""Thu23""","""Fri00""","""Fri01""","""Fri02""","""Fri03""","""Fri04""","""Fri05""","""Fri06""","""Fri07""","""Fri08""","""Fri09""","""Fri10""","""Fri11""","""Fri12""","""Fri13""","""Fri14""","""Fri15""","""Fri16""","""Fri17""","""Fri18""","""Fri19""","""Fri20""","""Fri21""","""Fri22""","""Fri23""","""Sat00""","""Sat01""","""Sat02""","""Sat03""","""Sat04""","""Sat05""","""Sat06""","""Sat07""","""Sat08""","""Sat09""","""Sat10""","""Sat11""","""Sat12""","""Sat13""","""Sat14""","""Sat15""","""Sat16""","""Sat17""","""Sat18""","""Sat19""","""Sat20""","""Sat21""","""Sat22""","""Sat23""","""Sun00""","""Sun01""","""Sun02""","""Sun03""","""Sun04""","""Sun05""","""Sun06""","""Sun07""","""Sun08""","""Sun09""","""Sun10""","""Sun11""","""Sun12""","""Sun13""","""Sun14""","""Sun15""","""Sun16""","""Sun17""","""Sun18""","""Sun19""","""Sun20""","""Sun21""","""Sun22""","""Sun23"""
